0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
1.4808568030133484,2.525537507076729,-0.07918745429662263,-0.2410531124321863,-0.09338100353129507,-0.027920147186699554,0.01941042990138102,-0.027049899969667657,0.12213713402118145,-0.07955147535382112,0.015339563477697016,-0.06436788793981105,-0.46966601061480523,1.251877457970239,0.2520395014986955,-1.5092220592796879,1.2628939114097109,-0.47001561758923377,-0.2794879385413161,-0.435649056985492,-0.4237637365701299,-0.9955769178081831,-0.04281565798029915,1.7661940291301723,-0.07249518036345297,1.7661940291301723,0.1498480933168482,0.9419290053832796,3.2047039707262233,-0.5926387812290317,1.0684705326178485,-0.14921641181136092,-0.08619733284827825,-0.09700221094919062,-0.45620576757996,-0.4819119726516443,0.0,3613.0,2.0,6.0,3.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,35.0
-1.3080280708145786,-0.5661652522597389,-0.07918745429662263,2.892176196661376,-0.10312925193738769,-0.028633836858348537,0.02483449823704021,-0.040673858479035055,0.049795212042525495,-0.072577964101617,0.020692405767185413,-0.052494880114678615,1.570531551881936,1.251877457970239,-0.2910441360332397,0.22205215342501425,0.6881700454074984,0.1381231621351807,-0.14972684879594655,0.5243657538200845,0.5150021576919496,-0.6709425478772304,-0.04281565798029915,2.992417278503159,-0.07249518036345297,2.992417278503159,0.8449737371944073,0.4428862635924539,1.3841244559340824,-0.4859605537336914,-0.25251032888443,-0.1348538968970183,-0.08619733284827825,-0.0705655150480304,-0.40095211730174385,-0.5237392424347771,0.0,3971.0,0.0,6.0,3.0,4.0,0.0,2.0,12.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,35.0
-1.5774518854004953,-0.8982370301143966,-0.07918745429662263,-0.2410531124321863,-0.0016039087717501397,-0.024369549184721565,0.00889608205071858,-0.018181310417710022,0.8318584750898891,-0.011410577515802241,0.0010653173723946215,0.14222244821749325,1.7813268719923006,1.251877457970239,0.7951231390306307,-0.2107663997511613,0.9755319784086046,-0.2685508329020684,-0.17244666694169958,0.629733233054843,0.6424888840732196,-0.6397467496684903,-0.04281565798029915,0.26747672434096637,-0.07249518036345297,0.26747672434096637,-0.15055778023853778,0.6795013566829317,1.3841244559340824,-0.32088371456284726,-0.20218724844624814,-0.14203515435418962,-0.0213007013324056,0.5231666712178821,0.2309362836781427,-0.5246082734839668,0.0,3455.0,0.0,3.0,3.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,13.0
-0.9009890750716311,0.166682809212609,0.7520431583920542,0.14582777437776417,0.03948694706712886,-0.01700426693141872,0.03330438956118495,0.006532723871894016,-0.14625567710673149,-0.03147127330672147,0.023071446784735813,-0.02399966133436078,1.0887136773439603,1.251877457970239,-1.37721141109711,-1.5092220592796879,0.40080811240639214,-0.47001561758923377,0.5910938116165603,-0.435649056985492,-0.43535343896842715,-0.7388800639762644,-0.04281565798029915,-0.27751138649147217,-0.07249518036345297,-0.27751138649147217,-0.2995075339918631,-0.27986529348391426,-0.008083408318731576,-0.7716935553530434,-1.0828411561144338,-0.14203515435418962,-0.21599059588002356,-0.09967838716695836,-0.3494872907658379,-0.5211814412529089,0.0,24.0,3.0,1.0,0.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0
-0.11594382222645984,2.846158533970881,1.1676584647363926,-0.2577759557947554,0.6049121952159701,0.04735157601584992,-0.01563739626749376,0.05734922134377648,-0.22780086134894428,-0.05966532684959219,0.015339563477697016,-0.052494880114678615,-0.6804613307251697,1.251877457970239,-0.2910441360332397,-1.5092220592796879,1.2628939114097109,-0.47001561758923377,0.4124863488593354,-0.7049215039187635,-0.7019165941292645,-1.0279611273772562,-0.04281565798029915,0.13122969663285672,-0.07249518036345297,0.13122969663285672,4.373790990018741,-0.37451133072010534,0.09900950431610026,-1.0202092332320596,0.8545974407555745,-0.14203515435418962,-0.2808872273958962,-0.10241680778471696,-0.5814942971817388,-0.4481989008177916,0.0,1584.0,3.0,6.0,0.0,3.0,1.0,1.0,12.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,35.0
-0.005038760618894981,-0.6348697580227716,-0.07918745429662263,-0.2410531124321863,0.10471188294568928,-0.014721470054303996,0.01771019309616477,0.020194864175809964,0.20368231826339425,-0.01576568217610025,0.009986721188208618,0.013993963706062994,1.6157019776198713,1.251877457970239,-0.2910441360332397,1.5205078129535408,-1.8980873516024577,0.126457447428207,-0.02568016049471959,0.0209433530317944,0.01664495456516665,-0.8418261980651068,-0.04281565798029915,0.5399707797571857,-0.07249518036345297,0.5399707797571857,0.21498404663315737,0.06860420724933466,1.598310281203746,-0.779797327457794,-1.5231681099485268,-0.14203515435418962,-0.0213007013324056,-0.04375128566775754,-0.2382582038176037,-0.523930940105732,0.0,1962.0,0.0,1.0,3.0,0.0,1.0,0.0,12.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0
-0.35517358862602383,-0.8409832753118694,-0.07918745429662263,-0.2410531124321863,-0.11477810947215115,-0.024185691156813197,0.004963632507365664,-0.011169744509704385,0.44938801776486476,-0.06290936533330263,-0.0007189633907681777,-0.0002536456840959217,1.751213254833677,1.251877457970239,-0.8341277735651749,-0.2107663997511613,1.2628939114097109,-0.47001561758923377,-0.21223957119894474,1.0160806569156238,1.036538765615327,-0.6963613464176853,-0.04281565798029915,4.0823935001680365,-0.07249518036345297,4.0823935001680365,0.5336153226562662,1.1441273576605968,2.347960669647569,-0.35590001378090513,1.8107359690810334,-0.1348538968970183,-0.21599059588002356,0.094700998135726,-0.35083774257990025,-0.524468424856175,0.0,1002.0,0.0,5.0,3.0,0.0,1.0,2.0,12.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,35.0
1.457049957327955,-0.7493772676278259,-0.07918745429662263,-0.2410531124321863,0.34143245954993645,0.01991080603378558,-0.21932854710590563,0.08324342019215375,0.19105458632037442,0.04265326622436798,-0.0013137236451557775,0.013993963706062994,1.6834576162267743,1.251877457970239,0.7951231390306307,1.0876892597773653,0.6881700454074984,-0.47001561758923377,0.18587698321309287,-0.16637661005222054,-0.14561087901099523,-0.8428660580053982,-0.04281565798029915,0.13122969663285672,-0.07249518036345297,0.13122969663285672,0.1386142026341311,-0.12498995982469252,1.0628457180295867,-0.8437270851730482,-0.7054180528280686,-0.14203515435418962,-0.21599059588002356,-0.008210969209276029,-0.020419405699237142,-0.5242349271565527,0.0,4351.0,0.0,2.0,3.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0
0.006574334837394534,-0.9211385320354074,-0.07918745429662263,-0.2410531124321863,-0.03915976157910852,-0.0156385635164683,-0.065566640690613,0.07734259739828762,7.832972705397035,-0.03398522841937906,-0.03699933890841176,0.09947962004701649,1.8039120848612682,1.251877457970239,-0.8341277735651749,0.22205215342501425,-1.8980873516024577,-0.3264645929092034,-0.28758462016320796,5.968352180949269,6.008521094484858,-0.7364478492006679,-0.04281565798029915,14.982155716816806,-0.07249518036345297,14.982155716816806,0.12073287924714694,10.316188784367842,12.093415719417264,0.06624563708279961,0.11233200429238961,-0.14921641181136092,-0.1510939643641509,10.251647453778421,0.5195803038024517,-0.5246634746549468,0.0,1809.0,0.0,6.0,3.0,0.0,1.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0
-0.44865900704915446,-0.8982370301143966,-0.07918745429662263,-0.2410531124321863,-0.16661410408622054,-0.029349975515405885,0.0022342135051269057,-0.03387055690493057,0.1983315843892333,-0.09549447952358658,0.021287166021573014,-0.05012027854965213,1.7888552762819565,1.251877457970239,-0.2910441360332397,-0.2107663997511613,1.2628939114097109,-0.2913818004475123,-0.26979123275912165,3.1585527346890445,3.203813114096918,-0.7982246289407979,-0.04281565798029915,5.036122694124803,-0.07249518036345297,5.036122694124803,0.061043687445156404,3.9490917339331686,8.666442515102647,-0.4391247993642891,1.6220244174378509,-0.14203515435418962,-0.2808872273958962,0.568827682266142,-0.6262976483180458,-0.5246084951801777,0.0,286.0,0.0,5.0,3.0,0.0,1.0,2.0,12.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,35.0
